sitename,depthname,quadrat,species,colony,depth (m),fate_prior,fate_t,year,area (cmsq),perimeter (cm),yearNext,areaNext(cmsq),perimeterNext(cm),survival,fission,fissionproducts,offspringType,spcover,totalcover
Olow,07m,3,MC,13,7,U,S,2003,103.014099,98.522394,2004,137.043173,112.254791,1,0,NA,NA,1542.823583,1542.823583
Olow,07m,3,MC,13a,7,S,S,2003,7.984221,12.132554,2004,13.705603,20.418623,1,0,NA,NA,1542.823583,1542.823583
Olow,07m,3,MC,16,7,S,D,2003,2.020893,5.621121,2004,NA,NA,0,NA,NA,NA,1542.823583,1542.823583
Olow,07m,3,MC,17,7,R,D,2003,0.826357,4.252176,2004,NA,NA,0,NA,NA,NA,1542.823583,1542.823583
Olow,07m,4,MC,2,7,S,S,2003,312.736043,93.28338,2004,438.00632,128.249709,1,0,NA,NA,591.219774,972.67368
Olow,07m,4,MC,3,7,S,S,2003,199.206012,84.497617,2004,203.967825,94.689418,1,0,NA,NA,591.219774,972.67368
Olow,07m,4,MC,5,7,S,S,2003,58.039801,43.937225,2004,97.360529,53.80904,1,0,NA,NA,591.219774,972.67368
Olow,07m,4,MC,6,7,S,S,2003,21.237918,26.953341,2004,64.081586,44.345062,1,0,NA,NA,591.219774,972.67368
Olow,03m,1,MC,1,3,U,S,2004,103.022006,74.021427,2005,201.832647,83.528002,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,4,3,S,S,2004,3.002271,7.051184,2005,16.631001,25.682218,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,04a,3,U,S,2004,10.683374,18.087096,2005,4.016461,9.306957,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,06c,3,NA,I,2004,113.722923,96.621402,2005,56.894376,50.738077,NA,NA,2,clonal,506.872583,1124.953247
Olow,03m,1,MC,06d,3,NA,I,2004,113.722923,96.621402,2005,1.781893,5.231341,NA,NA,2,clonal,506.872583,1124.953247
Olow,03m,1,MC,6,3,U,I,2004,113.722923,96.621402,2005,120.8107,92.440393,1,1,2,NA,506.872583,1124.953247
Olow,03m,1,MC,12,3,S,U,2004,8.5883,14.646226,2005,115.888889,81.285626,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,17a,3,S,U,2004,9.850106,14.157461,2005,120.8107,92.440393,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,26,3,S,U,2004,2.2091,6.885603,2005,199.500686,105.855775,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,26b,3,S,U,2004,4.044796,8.565151,2005,199.500686,105.855775,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,26f,3,S,S,2004,14.136737,20.336573,2005,27.659808,33.502429,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,26h,3,U,U,2004,69.555956,57.672833,2005,199.500686,105.855775,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,26l,3,S,U,2004,8.188582,16.816317,2005,199.500686,105.855775,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,35,3,S,U,2004,46.924896,50.550852,2005,161.075446,64.706701,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,42,3,S,D,2004,4.399405,9.082072,2005,NA,NA,0,NA,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,43,3,S,U,2004,5.784008,10.901434,2005,115.888889,81.285626,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,44,3,S,S,2004,27.070562,25.909926,2005,22.957476,27.491636,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,46,3,S,U,2004,51.612499,35.856345,2005,161.075446,64.706701,1,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,48a,3,NA,I,2004,14.339729,20.046577,2005,20.521262,21.70083,NA,NA,1,clonal,506.872583,1124.953247
Olow,03m,1,MC,48,3,U,I,2004,14.339729,20.046577,2005,47.736626,31.45037,1,1,1,NA,506.872583,1124.953247
Olow,03m,1,MC,52,3,R,D,2004,0.964837,4.115952,2005,NA,NA,0,NA,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,53,3,R,D,2004,1.205419,4.480608,2005,NA,NA,0,NA,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,54,3,R,D,2004,3.438327,7.784916,2005,NA,NA,0,NA,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,55,3,R,U,2004,1.760514,5.209003,2005,120.8107,92.440393,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,56,3,R,U,2004,2.368236,7.035785,2005,120.8107,92.440393,0,0,NA,NA,506.872583,1124.953247
Olow,03m,1,MC,57,3,NA,R,2004,NA,NA,2005,6.938272,12.256892,NA,NA,NA,sexual,506.872583,1124.953247
Olow,03m,1,MC,58,3,NA,R,2004,NA,NA,2005,21.08642,23.167422,NA,NA,NA,sexual,506.872583,1124.953247
Olow,03m,1,MC,59,3,NA,R,2004,NA,NA,2005,9.200274,18.942116,NA,NA,NA,sexual,506.872583,1124.953247
Olow,03m,2,MC,1,3,I,S,2004,291.152597,107.950276,2005,297.313912,128.777469,1,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,01a,3,I,D,2004,2.995034,7.510474,2005,NA,NA,0,NA,NA,NA,414.692367,414.692367
Olow,03m,2,MC,7,3,S,S,2004,31.076172,26.123432,2005,33.601665,27.548874,1,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,07b,3,S,S,2004,7.14418,15.523645,2005,6.510107,13.456592,1,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,11,3,U,U,2004,31.253935,29.468545,2005,36.090369,27.229445,1,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,11b,3,S,U,2004,22.134164,25.441701,2005,36.090369,27.229445,0,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,12,3,S,S,2004,19.960609,21.147676,2005,19.631391,21.410697,1,0,NA,NA,414.692367,414.692367
Olow,03m,2,MC,13,3,S,D,2004,5.936201,12.282011,2005,NA,NA,0,NA,NA,NA,414.692367,414.692367
Olow,03m,2,MC,14,3,R,D,2004,3.039475,7.609054,2005,NA,NA,0,NA,NA,NA,414.692367,414.692367
Olow,03m,3,MC,01d,3,NA,I,2004,22.882118,30.352662,2005,6.065741,13.13124,NA,NA,3,clonal,104.524471,270.441368
Olow,03m,3,MC,01e,3,NA,I,2004,22.882118,30.352662,2005,0.751887,4.184991,NA,NA,3,clonal,104.524471,270.441368
Olow,03m,3,MC,01f,3,NA,I,2004,22.882118,30.352662,2005,6.382599,15.938119,NA,NA,3,clonal,104.524471,270.441368
Olow,03m,3,MC,1,3,I,I,2004,22.882118,30.352662,2005,22.072234,28.164397,1,1,3,NA,104.524471,270.441368
Olow,03m,3,MC,01b,3,I,S,2004,8.421053,14.676589,2005,16.633715,20.748838,1,0,NA,NA,104.524471,270.441368
Olow,03m,3,MC,01c,3,I,D,2004,3.242844,9.01913,2005,NA,NA,0,NA,NA,NA,104.524471,270.441368
Olow,03m,3,MC,4,3,I,U,2004,6.052324,9.65892,2005,12.505478,16.299979,1,0,NA,NA,104.524471,270.441368
Olow,03m,3,MC,04c,3,I,U,2004,3.848569,7.983526,2005,12.505478,16.299979,0,0,NA,NA,104.524471,270.441368
Olow,03m,3,MC,05a,3,NA,I,2004,37.904586,44.756207,2005,19.58802,27.749452,NA,NA,1,clonal,104.524471,270.441368
Olow,03m,3,MC,5,3,S,I,2004,37.904586,44.756207,2005,24.904472,30.652823,1,1,1,NA,104.524471,270.441368
Olow,03m,3,MC,11,3,S,S,2004,4.78301,9.275751,2005,8.753835,12.865872,1,0,NA,NA,104.524471,270.441368
Olow,03m,3,MC,12,3,S,S,2004,16.611881,26.05584,2005,25.514812,39.057781,1,0,NA,NA,104.524471,270.441368
Olow,03m,3,MC,15,3,S,D,2004,0.778086,3.657334,2005,NA,NA,0,NA,NA,NA,104.524471,270.441368
Olow,07m,1,MC,3,7,I,S,2004,29.795014,39.057943,2005,3.543592,9.463166,1,0,NA,NA,583.516159,1270.841492
Olow,07m,1,MC,03a,7,I,D,2004,7.95691,12.482662,2005,NA,NA,0,NA,NA,NA,583.516159,1270.841492
Olow,07m,1,MC,6,7,S,S,2004,11.916282,17.218472,2005,11.769225,20.987669,1,0,NA,NA,583.516159,1270.841492
Olow,07m,1,MC,10,7,S,S,2004,496.23638,137.505561,2005,579.185482,159.9462,1,0,NA,NA,583.516159,1270.841492
Olow,07m,1,MC,11,7,U,D,2004,37.611573,35.516274,2005,NA,NA,0,NA,NA,NA,583.516159,1270.841492
Olow,07m,1,MC,15,7,NA,R,2004,NA,NA,2005,47.535425,45.046944,NA,NA,NA,sexual,583.516159,1270.841492
Olow,07m,2,MC,2,7,S,S,2004,532.384198,194.478682,2005,699.03699,164.036237,1,0,NA,NA,685.265681,1223.375457
Olow,07m,2,MC,5,7,S,S,2004,54.835657,34.291866,2005,74.42602,40.20818,1,0,NA,NA,685.265681,1223.375457
Olow,07m,2,MC,8,7,U,S,2004,87.150706,58.037161,2005,114.52551,69.517428,1,0,NA,NA,685.265681,1223.375457
Olow,07m,2,MC,14,7,R,S,2004,9.718101,15.990645,2005,9.084184,17.286277,1,0,NA,NA,685.265681,1223.375457
Olow,07m,2,MC,15,7,R,D,2004,1.177019,4.41896,2005,NA,NA,0,NA,NA,NA,685.265681,1223.375457
Olow,07m,3,MC,01u,7,NA,I,2004,106.853678,105.748512,2005,4.645,10.050098,NA,NA,3,clonal,1741.609759,1741.609759
Olow,07m,3,MC,01v,7,NA,I,2004,106.853678,105.748512,2005,8.972981,16.299143,NA,NA,3,clonal,1741.609759,1741.609759
Olow,07m,3,MC,01w,7,NA,I,2004,106.853678,105.748512,2005,17.393375,18.70236,NA,NA,3,clonal,1741.609759,1741.609759
Olow,07m,3,MC,1,7,M,I,2004,106.853678,105.748512,2005,88.276294,73.126229,1,1,3,NA,1741.609759,1741.609759
Olow,07m,3,MC,01ga,7,NA,I,2004,1084.664183,361.339164,2005,170.829979,87.922384,NA,NA,1,clonal,1741.609759,1741.609759
Olow,07m,3,MC,01h,7,S,D,2004,4.895025,8.854233,2005,NA,NA,0,NA,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01q,7,M,S,2004,336.023376,156.876723,2005,16.936017,22.782177,1,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01qa,7,I,U,2004,38.194755,47.371848,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01qb,7,I,U,2004,7.187085,13.81221,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01r,7,I,U,2004,4.259186,9.141482,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01s,7,I,U,2004,2.143619,6.846736,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,01t,7,I,U,2004,6.640076,11.144415,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,13,7,S,U,2004,137.043173,112.254791,2005,1705.415303,308.156176,0,0,NA,NA,1741.609759,1741.609759
Olow,07m,3,MC,13a,7,S,S,2004,13.705603,20.418623,2005,5.477015,9.869117,1,0,NA,NA,1741.609759,1741.609759
Olow,07m,4,MC,2,7,S,S,2004,438.00632,128.249709,2005,593.049602,169.514219,1,0,NA,NA,803.41626,1268.903189
Olow,07m,4,MC,3,7,S,S,2004,203.967825,94.689418,2005,176.559866,74.135457,1,0,NA,NA,803.41626,1268.903189
Olow,07m,4,MC,5,7,S,D,2004,97.360529,53.80904,2005,NA,NA,0,NA,NA,NA,803.41626,1268.903189
Olow,07m,4,MC,6,7,S,D,2004,64.081586,44.345062,2005,NA,NA,0,NA,NA,NA,803.41626,1268.903189
Olow,07m,4,MC,7,7,NA,R,2004,NA,NA,2005,1.254146,5.07583,NA,NA,NA,sexual,803.41626,1268.903189
