island	sitename	depthname	quad	species	colony	depth	allfates	fate_prior	fate_t	year	asize	psize	yearNext	asizeNext	psizeNext	survIPM	fateIPM	fec1	fec2	fec3	offspringNext	spcover	allcover	fuseLGname	fuseLGsize	twoyear	
Ma	HonN	03m	3	PL	32	03	SS	S	S	2000	2.349160	7.760242	2002	3.588020	8.422757	1	growth	0				193.61026	203.658794			1	
Ma	HonN	03m	3	PL	33	03	SD	S	D	2000	0.161026	1.548489	2002			0	dead					193.61026	203.658794			1	
Ma	HonN	03m	3	PL	34	03	SD	S	D	2000	0.911614	3.828253	2002			0	dead					193.61026	203.658794			1	
Ma	HonN	03m	3	PL	35	03	SS	S	S	2000	13.478127	15.281658	2002	0.516841	3.030338	1	growth	0				193.61026	203.658794			1	
Ma	HonN	03m	3	PL	36	03	RS	R	S	2000	1.071342	4.757946	2002	0.145443	1.427265	1	growth	0				193.61026	203.658794			1	
Ma	HonN	03m	3	PL	37	03	RD	R	D	2000	0.610340	3.884338	2002			0	dead					193.61026	203.658794			1	
Ma	HonN	03m	3	PL	38	03	R		R	2000			2002	4.252902	11.018541		recruit				sexual	193.61026	203.658794			1	
Ma	HonN	03m	3	PL	39	03	R		R	2000			2002	3.328301	8.250570		recruit				sexual	193.61026	203.658794			1	
Ma	HonN	03m	3	MC	01	03	SD	S	D	2000	3.912669	10.918426	2002			0	dead					10.048534	203.658794			1	
Ma	HonN	03m	3	MC	02	03	SS	S	S	2000	2.532262	8.325953	2002	5.569678	13.934277	1	growth	0				10.048534	203.658794			1	
Ma	HonN	03m	3	MC	05	03	RD	R	D	2000	0.471390	3.162117	2002			0	dead					10.048534	203.658794			1	
Ma	HonN	03m	3	MC	06	03	RD	R	D	2000	1.427157	6.246729	2002			0	dead					10.048534	203.658794			1	
Ma	HonN	03m	3	MC	03	03	SS	S	S	2000	1.705056	8.974602	2002	1.415470	5.605013	1	growth	0				10.048534	203.658794			1	
Ma	HonN	03m	3	MC	07	03	R		R	2000			2002	0.505154	2.857841		recruit				sexual	10.048534	203.658794			1	
Ma	HonN	03m	3	MC	08	03	R		R	2000			2002	0.432432	2.647057		recruit				sexual	10.048534	203.658794			1	
Ma	HonN	03m	3	MC	09	03	R		R	2000			2002	0.423342	2.555687		recruit				sexual	10.048534	203.658794			1	
Ma	HonN	03m	3	MC	10	03	R		R	2000			2002	1.860888	6.766910		recruit				sexual	10.048534	203.658794			1	
Ma	HonN	03m	3	MC	11	03	R		R	2000			2002	2.162162	8.034043		recruit				sexual	10.048534	203.658794			1	
Ma	HonN	03m	4	MC	01	03	SS	S	S	2000	13.518792	18.762591	2002	31.069438	32.295439	1	growth	0				44.192299	202.747265			1	
Ma	HonN	03m	4	MC	02	03	SU	S	U	2000	5.437099	12.520949	2002	43.843873	59.353883	0	fuseSM	0				44.192299	202.747265	04	16.526349	1	
Ma	HonN	03m	4	MC	04	03	MU	M	U	2000	16.526349	29.768737	2002	43.843873	59.353883	1	fuseLG	0				44.192299	202.747265			1	
Ma	HonN	03m	4	MC	04a	03	ID	I	D	2000	1.944893	6.766091	2002			0	dead					44.192299	202.747265			1	
Ma	HonN	03m	4	MC	05	03	SU	S	U	2000	0.840269	3.957369	2002	43.843873	59.353883	0	fuseSM	0				44.192299	202.747265	04	16.526349	1	
Ma	HonN	03m	4	MC	06	03	SS	S	S	2000	0.564376	3.448637	2002	0.893649	3.803105	1	growth	0				44.192299	202.747265			1	
Ma	HonN	03m	4	MC	07	03	SD	S	D	2000	1.549411	8.502337	2002			0	dead					44.192299	202.747265			1	
Ma	HonN	03m	4	MC	08	03	RS	R	S	2000	2.494583	7.020318	2002	0.866101	3.901999	1	growth	0				44.192299	202.747265			1	
Ma	HonN	03m	4	MC	09	03	R		R	2000			2002	3.182314	8.190948		recruit				sexual	44.192299	202.747265			1	
Ma	HonN	03m	4	MC	10	03	R		R	2000			2002	14.688452	24.090337		recruit				sexual	44.192299	202.747265			1	
Ma	HonN	03m	4	MC	12	03	SD	S	D	2000	0.395483	3.015796	2002			0	dead					44.192299	202.747265			1	
Ma	HonN	03m	4	MC	13	03	RD	R	D	2000	0.921044	4.051954	2002			0	dead					44.192299	202.747265			1	
Ma	HonN	03m	4	MF	01	03	SS	S	S	2000	0.722779	3.952486	2002	1.088686	5.553410	1	growth	0				10.541657	202.747265			1	
Ma	HonN	03m	4	MF	02	03	SS	S	S	2000	0.208756	1.879891	2002	0.726158	3.890609	1	growth	0				10.541657	202.747265			1	
Ma	HonN	03m	4	MF	03	03	SD	S	D	2000	0.550738	3.254305	2002			0	dead					10.541657	202.747265			1	
Ma	HonN	03m	4	MF	05	03	SS	S	S	2000	1.862020	6.344364	2002	2.210430	7.394268	1	growth	0				10.541657	202.747265			1	
Ma	HonN	03m	4	MF	06	03	SS	S	S	2000	7.197364	12.458079	2002	48.540211	68.785365	1	growth	0				10.541657	202.747265			1	
Ma	HonN	03m	4	MF	07	03	R		R	2000			2002	10.118834	17.059951		recruit				sexual	10.541657	202.747265			1	
Ma	HonN	03m	4	MP	01a	03	I		I	2000	9.897556	19.657011	2002	6.850571	17.165231		fissSM		1	6.850571	clonal	9.897556	202.747265			1	
Ma	HonN	03m	4	MP	01	03	UI	U	I	2000	9.897556	19.657011	2002	18.693893	21.561129	1	fissLG	1	1	6.850571		9.897556	202.747265			1	
Ma	HonN	03m	4	PC	01	03	RS	R	S	2000	1.020702	4.248193	2002	6.900157	15.216615	1	growth	0				1.020702	202.747265			1	
Ma	HonN	03m	4	PL	01a	03	I		I	2000	29.766100	36.784171	2002	1.185655	5.708685		fissSM		1	1.185655	clonal	57.528561	202.747265			1	
Ma	HonN	03m	4	PL	01	03	SI	S	I	2000	29.766100	36.784171	2002	17.778206	24.778114	1	fissLG	1	1	1.185655		57.528561	202.747265			1	
Ma	HonN	03m	4	PL	02	03	SD	S	D	2000	8.229605	12.832653	2002			0	dead					57.528561	202.747265			1	
Ma	HonN	03m	4	PL	03	03	SS	S	S	2000	12.903014	15.365990	2002	4.686421	9.982907	1	growth	0				57.528561	202.747265			1	
Ma	HonN	03m	4	PL	06	03	SS	S	S	2000	6.058123	12.036073	2002	3.602142	8.781786	1	growth	0				57.528561	202.747265			1	
Ma	HonN	03m	4	PL	07	03	SD	S	D	2000	0.571719	3.538618	2002			0	dead					57.528561	202.747265			1	
Ma	HonN	03m	4	PL	08	03	R		R	2000			2002	3.468811	9.711533		recruit				sexual	57.528561	202.747265			1	
Ma	HonN	03m	4	PL	09	03	R		R	2000			2002	5.581171	11.430715		recruit				sexual	57.528561	202.747265			1	
Ma	HonN	03m	4	PM	01	03	SS	S	S	2000	79.566490	51.515409	2002	107.110002	52.812963	1	growth	0				79.56649	202.747265			1	
Ma	HonN	03m	5	PL	01	03	SS	S	S	2000	34.805950	44.707010	2002	20.181479	30.856984	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	02	03	SD	S	D	2000	0.626777	3.322012	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	03	03	IS	I	S	2000	5.166281	13.683324	2002	5.412548	10.839111	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	03a	03	IS	I	S	2000	2.854876	7.701154	2002	4.523009	8.939316	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	03b	03	IS	I	S	2000	0.637355	4.659400	2002	1.166139	5.432826	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	03c	03	ID	I	D	2000	0.441653	3.293715	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	04	03	SS	S	S	2000	2.677686	7.321385	2002	6.326759	12.910213	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	06	03	SD	S	D	2000	1.994050	5.844025	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	07	03	SS	S	S	2000	3.941818	11.480205	2002	1.240159	4.706984	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	08	03	SD	S	D	2000	0.781488	3.625399	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	09	03	SD	S	D	2000	7.063802	11.014030	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	10	03	SS	S	S	2000	0.915041	4.267467	2002	10.030355	16.346131	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	11	03	SS	S	S	2000	6.277025	14.320223	2002	1.315478	6.860091	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	12	03	SD	S	D	2000	3.644298	8.011537	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	13	03	SS	S	S	2000	3.834711	10.330874	2002	0.807727	3.937111	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	14	03	IS	I	S	2000	7.202645	16.285373	2002	2.603685	8.006001	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	14a	03	IU	I	U	2000	4.764298	9.861044	2002	13.388524	18.481440	0	fuseSM	0				0.428119	4.74035	15	8.194380	1	
Ma	HonN	03m	5	PL	14b	03	IS	I	S	2000	3.686612	9.408861	2002	4.313936	11.529978	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	15	03	SU	S	U	2000	8.194380	12.589074	2002	13.388524	18.481440	1	fuseLG	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	16	03	SS	S	S	2000	6.801983	16.613716	2002	6.399481	10.928981	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	18a	03	I		I	2000	5.738843	16.182208	2002	0.920704	4.457292		fissSM		1	0.920704	clonal	0.428119	4.74035			1	
Ma	HonN	03m	5	PL	18	03	SI	S	I	2000	5.738843	16.182208	2002	1.975164	5.647232	1	fissLG	1	1	0.920704		0.428119	4.74035			1	
Ma	HonN	03m	5	PL	20a	03	I		I	2000	129.652893	102.004922	2002	5.076211	11.978398		fissSM		1	5.076211	clonal	0.428119	4.74035			1	
Ma	HonN	03m	5	PL	20	03	UI	U	I	2000	129.652893	102.004922	2002	104.066878	72.635759	1	fissLG	1	1	5.076211		0.428119	4.74035			1	
Ma	HonN	03m	5	PL	21	03	SD	S	D	2000	1.560331	7.018625	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	23	03	US	U	S	2000	17.168926	27.988041	2002	2.516679	10.457951	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	27	03	SD	S	D	2000	15.321653	21.852794	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	28	03	SD	S	D	2000	0.975868	4.253161	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	29	03	SD	S	D	2000	0.276364	2.300489	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	30	03	SS	S	S	2000	0.445620	2.917601	2002	0.212970	2.165473	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	32a	03	I		I	2000	31.596694	31.678545	2002	2.242675	7.025345		fissSM		1	2.242675	clonal	0.428119	4.74035			1	
Ma	HonN	03m	5	PL	32	03	SI	S	I	2000	31.596694	31.678545	2002	47.255905	51.233407	1	fissLG	1	1	2.242675		0.428119	4.74035			1	
Ma	HonN	03m	5	PL	33	03	SD	S	D	2000	10.563967	19.567237	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	34	03	SD	S	D	2000	3.054545	8.045003	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	36	03	SD	S	D	2000	10.029752	21.308097	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	37	03	SS	S	S	2000	0.952066	4.455211	2002	4.489246	13.359822	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	38	03	SS	S	S	2000	11.847934	18.670754	2002	19.597111	30.306328	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	39	03	SS	S	S	2000	2.856198	9.005077	2002	10.135541	18.654248	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	40	03	IS	I	S	2000	1.525950	5.978829	2002	0.701242	3.689231	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	40a	03	ID	I	D	2000	0.905785	4.382483	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	41	03	SS	S	S	2000	0.276364	2.435293	2002	3.268566	8.167943	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	42	03	SS	S	S	2000	0.831736	3.996032	2002	0.815518	5.290493	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	43	03	SS	S	S	2000	0.803967	4.583018	2002	3.015340	10.716387	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	44	03	IS	I	S	2000	1.848595	9.084173	2002	1.881665	8.958614	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	44a	03	IS	I	S	2000	0.966612	4.687698	2002	1.798555	6.141181	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	45	03	SS	S	S	2000	3.892893	11.479004	2002	3.721776	9.015010	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	46	03	SS	S	S	2000	0.878017	4.173438	2002	1.623245	5.408406	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	47	03	SS	S	S	2000	0.405950	2.607218	2002	1.638828	6.986748	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	48	03	SD	S	D	2000	0.971901	4.063590	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	49	03	SS	S	S	2000	0.540826	2.899954	2002	2.410194	6.895066	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	50	03	RS	R	S	2000	1.192727	5.118579	2002	3.336093	9.614196	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	51	03	RS	R	S	2000	2.480661	9.712248	2002	6.098206	12.660211	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	52	03	RD	R	D	2000	0.811901	4.235515	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	53	03	RD	R	D	2000	0.495868	2.701246	2002			0	dead					0.428119	4.74035			1	
Ma	HonN	03m	5	PL	54	03	RS	R	S	2000	1.170248	4.400443	2002	3.103644	7.508740	1	growth	0				0.428119	4.74035			1	
Ma	HonN	03m	5	PL	55	03	R		R	2001			2002	0.944079	4.265807		recruit				sexual	0.428119	4.74035			0	
Ma	HonN	03m	5	PL	56	03	R		R	2001			2002	0.253226	2.135620		recruit				sexual	0.428119	4.74035			0	
Ma	HonN	03m	5	MC	01	03	SS	S	S	2000	2.160661	6.892331	2002	7.707167	15.692360	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	03	03	SD	S	D	2000	3.891570	9.240278	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	04	03	SD	S	D	2000	9.908099	16.538848	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	05	03	SD	S	D	2000	0.126942	1.346211	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	06	03	SD	S	D	2000	0.298843	2.401514	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	08	03	SD	S	D	2000	0.462810	2.880480	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	09	03	SS	S	S	2000	0.905785	4.588501	2002	0.834997	4.545352	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	11	03	SS	S	S	2000	1.785124	8.156992	2002	11.866569	21.591094	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	12	03	SS	S	S	2000	3.077025	8.422632	2002	2.254362	7.152001	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	13	03	IS	I	S	2000	0.191736	1.709848	2002	0.183102	1.843710	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	13a	03	IS	I	S	2000	0.170579	1.777093	2002	0.203880	1.919404	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	16	03	SS	S	S	2000	0.814545	3.735247	2002	2.638747	7.545526	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	17	03	SS	S	S	2000	1.717686	5.680924	2002	1.516760	7.872411	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	20	03	SD	S	D	2000	0.469421	2.829054	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	21	03	SS	S	S	2000	3.550413	8.864477	2002	5.790439	14.129695	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	22	03	SS	S	S	2000	0.515702	3.054232	2002	9.000568	17.466119	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	23	03	SS	S	S	2000	9.676694	29.335767	2002	20.207451	27.944559	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	25	03	SS	S	S	2000	3.559669	9.098792	2002	3.943836	10.960645	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	27	03	SU	S	U	2000	1.999339	7.286092	2002	5.161919	18.212761	1	fuseLG	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	28	03	SU	S	U	2000	1.467769	6.340638	2002	5.161919	18.212761	0	fuseSM	0				4.312231	4.74035	27	1.999339	1	
Ma	HonN	03m	5	MC	30	03	US	U	S	2000	13.642314	24.362642	2002	8.978492	17.724244	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	35	03	RD	R	D	2000	0.277686	2.131906	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	36	03	RD	R	D	2000	0.580496	3.020453	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	37	03	RD	R	D	2000	2.447603	7.894694	2002			0	dead					4.312231	4.74035			1	
Ma	HonN	03m	5	MC	38	03	RS	R	S	2000	0.495868	3.189036	2002	0.942781	3.807144	1	growth	0				4.312231	4.74035			1	
Ma	HonN	03m	5	MC	39	03	R		R	2001			2002	1.580391	6.295880		recruit				sexual	4.312231	4.74035			0	
Ma	HonN	03m	5	MC	40	03	R		R	2001			2002	0.758380	4.413573		recruit				sexual	4.312231	4.74035			0	
Ma	HonN	03m	5	MC	41	03	R		R	2001			2002	1.918026	6.784708		recruit				sexual	4.312231	4.74035			0	
Ma	HonN	03m	1	MC	01	03	SSS	S	S	2002	8.190244	15.639586	2003	9.767325	17.778851	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	03	03	IIS	I	S	2002	2.219300	10.255912	2003	2.975155	13.708517	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	03b	03	IS	I	S	2002	0.632416	4.068890	2003	0.294210	2.606702	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	04	03	ISS	S	S	2002	239.377973	141.399750	2003	198.565176	105.408644	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	04a	03	ISS	S	S	2002	0.836296	5.824851	2003	1.821456	6.633427	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	05b	03	I		I	2002	3.749046	8.027110	2003	0.322859	2.239198		fissSM		1	0.322859	clonal	401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	05	03	SII	I	I	2002	3.749046	8.027110	2003	2.474889	7.198720	1	fissLG	1	1	0.322859		401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	05a	03	IS	I	S	2002	0.828504	3.553830	2003	0.338286	2.700592	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	06	03	SUS	U	S	2002	61.093742	55.318284	2003	44.132573	51.984351	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	08	03	SSS	S	S	2002	34.068663	52.314488	2003	28.413836	48.993749	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	10	03	RD	R	D	2002	7.040987	13.017571	2003			0	dead					401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	11	03	RS	R	S	2002	3.234802	8.413702	2003	3.431346	12.421561	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	12	03	RD	R	D	2002	0.992127	4.547163	2003			0	dead					401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	13	03	R		R	2002			2003	6.017527	20.493884		recruit				sexual	401.278272	1036.150121			0	
Ma	HonN	03m	1	MC	09	03	SSS	S	S	2002	35.582826	38.310518	2003	25.140063	35.287423	1	growth	0				401.278272	1036.150121			0	
Ma	HonN	03m	1	PC	01	03	SSS	S	S	2002	2.086844	6.072731	2003	3.900759	10.546531	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	02	03	SIU	I	U	2002	8.908368	18.660870	2003	23.509237	38.313865	1	fuseLG	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	02a	03	IU	I	U	2002	7.755215	19.465718	2003	23.509237	38.313865	0	fuseSM	0				259.127022	1036.150121	02	8.908368	0	
Ma	HonN	03m	1	PC	02b	03	IS	I	S	2002	10.967941	23.606679	2003	7.090787	15.249643	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	02c	03	IS	I	S	2002	1.415470	5.519075	2003	0.423133	2.503090	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	05	03	SSS	S	S	2002	19.133512	34.205153	2003	6.551953	13.077407	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	06	03	SSD	S	D	2002	8.417499	15.380841	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	08a	03	ISD	S	D	2002	6.759192	12.287485	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	11	03	SSD	S	D	2002	1.732327	5.895112	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	12	03	SSD	S	D	2002	3.630874	9.215239	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	13	03	SSS	S	S	2002	4.124341	10.396434	2003	6.110088	15.039654	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	14	03	SIS	I	S	2002	4.750264	10.684722	2003	5.219745	11.865991	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	14a	03	ID	I	D	2002	3.477640	8.375105	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	14b	03	ID	I	D	2002	2.433569	6.923109	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	16	03	SSU	S	U	2002	50.284230	55.774827	2003	146.688383	193.962893	0	fuseSM	0				259.127022	1036.150121	17	62.228715	0	
Ma	HonN	03m	1	PC	17c	03	I		I	2002	62.228715	76.979329	2003	1.291438	4.748675		fissSM		1	1.291438	clonal	259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	17	03	UIM	I	M	2002	62.228715	76.979329	2003	146.688383	193.962893	1	fissLG	1	1	1.291438		259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	17a	03	IU	I	U	2002	1.041474	4.162071	2003	9.144746	16.349392	1	fuseLG	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	17b	03	IU	I	U	2002	0.553202	2.884383	2003	9.144746	16.349392	0	fuseSM	0				259.127022	1036.150121	17a	1.041474	0	
Ma	HonN	03m	1	PC	19	03	ISS	S	S	2002	4.934664	10.983565	2003	1.937157	6.137861	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	19a	03	ISU	S	U	2002	9.026540	18.762795	2003	22.869028	28.043713	1	fuseLG	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	19b	03	ISU	S	U	2002	2.377729	6.696649	2003	22.869028	28.043713	0	fuseSM	0				259.127022	1036.150121	19a	9.026540	0	
Ma	HonN	03m	1	PC	20a	03	I		I	2002	25.301842	44.105827	2003	1.154801	4.394229		fissSM		1	1.154801	clonal	259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	20	03	USI	S	I	2002	25.301842	44.105827	2003	32.766378	33.634917	1	fissLG	1	1	1.154801		259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	22	03	SSS	S	S	2002	2.527068	7.180044	2003	5.196605	15.679105	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	23	03	RSS	S	S	2002	4.837270	10.137999	2003	9.602039	14.692168	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	24	03	RSD	S	D	2002	3.268566	9.011388	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	25	03	RD	R	D	2002	1.805048	6.561248	2003			0	dead					259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	26	03	RS	R	S	2002	3.760734	12.941256	2003	3.742084	12.923514	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	27	03	RS	R	S	2002	1.586884	5.200933	2003	2.168558	7.292323	1	growth	0				259.127022	1036.150121			0	
Ma	HonN	03m	1	PC	28	03	R		R	2002			2003	3.039066	10.894590		recruit				sexual	259.127022	1036.150121			0	
Ma	HonN	03m	1	PL	01	03	SIS	I	S	2002	35.163380	34.628220	2003	38.660491	38.615789	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	01a	03	IS	I	S	2002	12.745719	16.145591	2003	11.041132	17.923022	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	02b	03	I		I	2002	40.457755	38.080747	2003	6.402094	10.721538		fissSM		1	6.402094	clonal	375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	02	03	SII	I	I	2002	40.457755	38.080747	2003	28.282709	36.071331	1	fissLG	1	1	6.402094		375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	02a	03	ID	I	D	2002	1.705056	6.585979	2003			0	dead					375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	03	03	SID	I	D	2002	5.041149	18.106903	2003			0	dead					375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	03a	03	IS	I	S	2002	0.372697	3.165428	2003	1.154801	5.710353	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	03b	03	ID	I	D	2002	12.296405	16.945317	2003			0	dead					375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	04b	03	I		I	2002	178.063469	87.523786	2003	21.777036	23.746710		fissSM		1	21.777036	clonal	375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	04	03	SII	I	I	2002	178.063469	87.523786	2003	123.561509	71.267056	1	fissLG	1	1	21.777036		375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	04a	03	IS	I	S	2002	1.758299	6.487365	2003	0.610458	3.298103	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	06	03	SIS	I	S	2002	15.894814	32.994104	2003	15.659235	25.487864	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	06a	03	IS	I	S	2002	4.245110	11.320695	2003	2.481500	7.944547	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	07	03	SSS	S	S	2002	13.118416	19.141265	2003	9.675866	16.564957	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	1	PL	09	03	RUS	U	S	2002	54.882558	54.720652	2003	57.470085	50.574624	1	growth	0				375.744827	1036.150121			0	
Ma	HonN	03m	2	MC	01	03	UIS	I	S	2002	3.113671	11.351580	2003	6.351710	12.665838	1	growth	0				44.633392	350.86654			0	
Ma	HonN	03m	2	MC	01a	03	IS	I	S	2002	2.243098	9.443222	2003	2.175872	8.432599	1	growth	0				44.633392	350.86654			0	
