"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_prior","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","fec2","fec3","offspringNext","spcover","allcover","fuseLGname","fuseLGsize","twoyear","unknown","size","sizeNext","surv","rec1","rec2","rec3","stage","stageNext"
"1883","Ma","Kahe","03m",3,"MC","7",3,"I",NA,"I",2001,4.997159,13.899633,2002,3.401594,7.491493,1,"fissLG",1,1,3.227493,NA,171.729275,1593.891012,NA,NA,0,NA,1.60886955094731,1.22424414528811,1,1,1,1,"continuous","continuous"
"1884","Ma","Kahe","03m",3,"MC","8",3,"R",NA,"R",2001,NA,NA,2002,7.303456,12.303508,NA,"recruit",NA,NA,NA,"sexual",171.729275,1593.891012,NA,NA,0,NA,NA,1.98834766078178,NA,NA,NA,NA,"seedbank","continuous"
"1885","Ma","Kahe","03m",3,"MC","9",3,"R",NA,"R",2001,NA,NA,2002,4.567414,13.022408,NA,"recruit",NA,NA,NA,"sexual",171.729275,1593.891012,NA,NA,0,NA,NA,1.51894718041187,NA,NA,NA,NA,"seedbank","continuous"
"1886","Ma","Kahe","03m",3,"MC","10",3,"R",NA,"R",2001,NA,NA,2002,1.919526,7.192047,NA,"recruit",NA,NA,NA,"sexual",171.729275,1593.891012,NA,NA,0,NA,NA,0.652078280561041,NA,NA,NA,NA,"seedbank","continuous"
"1887","Ma","Kahe","03m",3,"MP","01a",3,"I",NA,"I",2001,228.405985,99.640053,2002,23.609511,32.1099,NA,"fissSM",NA,2,28.812727,"clonal",228.405985,1593.891012,NA,NA,0,2,5.43112468146656,3.16164963932004,NA,NA,NA,NA,"continuous","continuous"
"1888","Ma","Kahe","03m",3,"MP","01b",3,"I",NA,"I",2001,228.405985,99.640053,2002,5.203216,10.969321,NA,"fissSM",NA,2,28.812727,"clonal",228.405985,1593.891012,NA,NA,0,2,5.43112468146656,1.64927689595732,NA,NA,NA,NA,"continuous","continuous"
"1889","Ma","Kahe","03m",3,"MP","1",3,"I",NA,"I",2001,228.405985,99.640053,2002,196.926637,73.367472,1,"fissLG",1,2,28.812727,NA,228.405985,1593.891012,NA,NA,0,NA,5.43112468146656,5.28283125836428,1,1,1,1,"continuous","continuous"
"1890","Ma","Kahe","03m",3,"MP","2",3,"R",NA,"R",2001,NA,NA,2002,9.31444,14.487707,NA,"recruit",NA,NA,NA,"sexual",228.405985,1593.891012,NA,NA,0,NA,NA,2.23156588415728,NA,NA,NA,NA,"seedbank","continuous"
"1891","Ma","Kahe","03m",3,"MP","3",3,"R",NA,"R",2001,NA,NA,2002,5.129388,11.113206,NA,"recruit",NA,NA,NA,"sexual",228.405985,1593.891012,NA,NA,0,NA,NA,1.63498635382046,NA,NA,NA,NA,"seedbank","continuous"
"1892","Ma","Kahe","03m",3,"PC","1",3,"S",NA,"S",2001,23.103734,38.868863,2002,19.196364,49.964005,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,3.13999424948624,2.95472088610003,1,1,1,1,"continuous","continuous"
"1893","Ma","Kahe","03m",3,"PC","2",3,"S",NA,"S",2001,1.899692,6.756199,2002,0.760317,3.505327,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,0.641691767768759,-0.274019827402821,1,1,1,1,"continuous","continuous"
"1894","Ma","Kahe","03m",3,"PC","3",3,"S",NA,"S",2001,0.330573,2.334756,2002,0.725056,3.628385,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,-1.10692776662183,-0.321506385731114,1,1,1,1,"continuous","continuous"
"1895","Ma","Kahe","03m",3,"PC","4",3,"U",NA,"U",2001,4.142077,9.578466,2002,8.214735,22.650869,1,"fuseLG",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,1.42119735285371,2.10592949290441,1,1,1,1,"dead","continuous"
"1896","Ma","Kahe","03m",3,"PC","5",3,"U",NA,"U",2001,0.204955,1.691969,2002,8.214735,22.650869,0,"fuseSM",0,NA,NA,NA,51.115371,1593.891012,"4",4.142077,0,NA,-1.58496483613518,2.10592949290441,0,NA,NA,NA,"continuous","dead"
"1897","Ma","Kahe","03m",3,"PC","6",3,"S",NA,"S",2001,0.396687,2.388087,2002,0.424235,2.572816,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,-0.924607722354245,-0.857467732004348,1,1,1,1,"continuous","continuous"
"1898","Ma","Kahe","03m",3,"PC","07a",3,"I",NA,"I",2001,2.538799,7.878157,2002,1.365266,5.600354,NA,"fissSM",NA,1,1.365266,"clonal",51.115371,1593.891012,NA,NA,0,1,0.931691134563225,0.311349281446753,NA,NA,NA,NA,"continuous","continuous"
"1899","Ma","Kahe","03m",3,"PC","7",3,"I",NA,"I",2001,2.538799,7.878157,2002,4.901293,13.116298,1,"fissLG",1,1,1.365266,NA,51.115371,1593.891012,NA,NA,0,NA,0.931691134563225,1.58949904785804,1,1,1,1,"continuous","continuous"
"1900","Ma","Kahe","03m",3,"PC","8",3,"S",NA,"S",2001,7.613092,17.04246,2002,5.800451,14.02269,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,2.0298693968432,1.75793567315002,1,1,1,1,"continuous","continuous"
"1901","Ma","Kahe","03m",3,"PC","9",3,"U",NA,"U",2001,1.058935,4.812015,2002,20.7754,38.379397,0,"fuseSM",0,NA,NA,NA,51.115371,1593.891012,"10",6.103476,0,NA,0.05726368607641,3.03376959446711,0,NA,NA,NA,"continuous","dead"
"1902","Ma","Kahe","03m",3,"PC","10",3,"U",NA,"U",2001,6.103476,15.7291,2002,20.7754,38.379397,1,"fuseLG",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,1.80885844494992,3.03376959446711,1,1,1,1,"dead","continuous"
"1903","Ma","Kahe","03m",3,"PC","11",3,"U",NA,"U",2001,0.99282,3.98283,2002,20.7754,38.379397,0,"fuseSM",0,NA,NA,NA,51.115371,1593.891012,"10",6.103476,0,NA,-0.00720590025032914,3.03376959446711,0,NA,NA,NA,"continuous","dead"
"1904","Ma","Kahe","03m",3,"PC","12",3,"S",NA,"S",2001,2.730531,6.877874,2002,10.039497,18.146641,1,"growth",0,NA,NA,NA,51.115371,1593.891012,NA,NA,0,NA,1.00449609577763,2.30652701340696,1,1,1,1,"continuous","continuous"
"1905","Ma","Kahe","03m",3,"PC","13",3,"R",NA,"R",2001,NA,NA,2002,0.639107,3.116709,NA,"recruit",NA,NA,NA,"sexual",51.115371,1593.891012,NA,NA,0,NA,NA,-0.447683389483364,NA,NA,NA,NA,"seedbank","continuous"
"1906","Ma","Kahe","03m",3,"PL","01a",3,"I",NA,"I",2001,145.106042,79.364163,2002,17.130284,23.276975,NA,"fissSM",NA,2,39.656618,"clonal",995.839603,1593.891012,NA,NA,0,2,4.97746479927132,2.84084789129959,NA,NA,NA,NA,"continuous","continuous"
"1907","Ma","Kahe","03m",3,"PL","01b",3,"I",NA,"I",2001,145.106042,79.364163,2002,22.526334,26.838969,NA,"fissSM",NA,2,39.656618,"clonal",995.839603,1593.891012,NA,NA,0,2,4.97746479927132,3.11468502482624,NA,NA,NA,NA,"continuous","continuous"
"1908","Ma","Kahe","03m",3,"PL","1",3,"I",NA,"I",2001,145.106042,79.364163,2002,23.125773,38.716924,1,"fissLG",1,2,39.656618,NA,995.839603,1593.891012,NA,NA,0,NA,4.97746479927132,3.14094770986685,1,1,1,1,"continuous","continuous"
"1909","Ma","Kahe","03m",3,"PL","2",3,"S",NA,"S",2001,1.485374,5.643963,2002,1.046814,4.180618,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,0.395666592397161,0.0457512656768936,1,1,1,1,"continuous","continuous"
"1910","Ma","Kahe","03m",3,"PL","3",3,"U",NA,"U",2001,77.516021,43.836962,2002,308.946747,139.347202,0,"fuseSM",0,NA,NA,NA,995.839603,1593.891012,"4",217.357139,0,NA,4.35048463757578,5.73316892223971,0,NA,NA,NA,"continuous","dead"
"1911","Ma","Kahe","03m",3,"PL","4",3,"U",NA,"U",2001,217.357139,74.760232,2002,308.946747,139.347202,1,"fuseLG",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,5.38154180253607,5.73316892223971,1,1,1,1,"dead","continuous"
"1912","Ma","Kahe","03m",3,"PL","5",3,"S",NA,"S",2001,39.434032,33.182387,2002,27.90255,28.823761,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,3.67462919982622,3.32871808250025,1,1,1,1,"continuous","continuous"
"1913","Ma","Kahe","03m",3,"PL","06a",3,"I",NA,"I",2001,215.059658,81.694438,2002,2.38343,7.609833,NA,"fissSM",NA,1,2.38343,"clonal",995.839603,1593.891012,NA,NA,0,1,5.37091546870723,0.868540626655854,NA,NA,NA,NA,"continuous","continuous"
"1914","Ma","Kahe","03m",3,"PL","6",3,"I",NA,"I",2001,215.059658,81.694438,2002,210.399683,74.911263,1,"fissLG",1,1,2.38343,NA,995.839603,1593.891012,NA,NA,0,NA,5.37091546870723,5.34900897420843,1,1,1,1,"continuous","continuous"
"1915","Ma","Kahe","03m",3,"PL","7",3,"S",NA,"S",2001,21.613953,21.494453,2002,17.782614,20.387221,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,3.07333907836209,2.87822123840212,1,1,1,1,"continuous","continuous"
"1916","Ma","Kahe","03m",3,"PL","8",3,"S",NA,"S",2001,9.682478,17.885799,2002,14.704981,17.781091,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,2.27031786026373,2.6881862799276,1,1,1,1,"continuous","continuous"
"1917","Ma","Kahe","03m",3,"PL","9",3,"S",NA,"S",2001,5.232968,18.313021,2002,2.342659,7.318155,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.6549786123322,0.851286609027595,1,1,1,1,"continuous","continuous"
"1918","Ma","Kahe","03m",3,"PL","10a",3,"I",NA,"I",2001,138.738107,73.282397,2002,3.062206,7.27121,NA,"fissSM",NA,2,9.408102,"clonal",995.839603,1593.891012,NA,NA,0,2,4.93258803363746,1.11913557126255,NA,NA,NA,NA,"continuous","continuous"
"1919","Ma","Kahe","03m",3,"PL","10b",3,"I",NA,"I",2001,138.738107,73.282397,2002,6.345896,13.102952,NA,"fissSM",NA,2,9.408102,"clonal",995.839603,1593.891012,NA,NA,0,2,4.93258803363746,1.84780830475064,NA,NA,NA,NA,"continuous","continuous"
"1920","Ma","Kahe","03m",3,"PL","10",3,"I",NA,"I",2001,138.738107,73.282397,2002,40.900673,43.305319,1,"fissLG",1,2,9.408102,NA,995.839603,1593.891012,NA,NA,0,NA,4.93258803363746,3.7111465176811,1,1,1,1,"continuous","continuous"
"1921","Ma","Kahe","03m",3,"PL","11",3,"D",NA,"D",2001,3.84346,8.674837,2002,NA,NA,0,"dead",NA,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.34637300257194,NA,0,0,0,NA,"continuous","dead"
"1922","Ma","Kahe","03m",3,"PL","12",3,"S",NA,"S",2001,15.460891,17.506618,2002,16.394208,19.541928,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,2.73831367409884,2.79692810171897,1,1,1,1,"continuous","continuous"
"1923","Ma","Kahe","03m",3,"PL","13",3,"S",NA,"S",2001,2.087016,6.51037,2002,0.420929,2.579203,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,0.735735294572624,-0.865291105602865,1,1,1,1,"continuous","continuous"
"1924","Ma","Kahe","03m",3,"PL","14a",3,"I",NA,"I",2001,12.836143,23.335024,2002,1.588953,5.770357,NA,"fissSM",NA,1,1.588953,"clonal",995.839603,1593.891012,NA,NA,0,1,2.55226486372778,0.463075308765967,NA,NA,NA,NA,"continuous","continuous"
"1925","Ma","Kahe","03m",3,"PL","14",3,"I",NA,"I",2001,12.836143,23.335024,2002,18.095556,24.430628,1,"fissLG",1,1,1.588953,NA,995.839603,1593.891012,NA,NA,0,NA,2.55226486372778,2.89566638326374,1,1,1,1,"continuous","continuous"
"1926","Ma","Kahe","03m",3,"PL","15a",3,"I",NA,"I",2001,10.287426,20.459188,2002,2.600506,6.437593,NA,"fissSM",NA,1,2.600506,"clonal",995.839603,1593.891012,NA,NA,0,1,2.33092237278169,0.955706041476934,NA,NA,NA,NA,"continuous","continuous"
"1927","Ma","Kahe","03m",3,"PL","15",3,"I",NA,"I",2001,10.287426,20.459188,2002,7.603175,12.989904,1,"fissLG",1,1,2.600506,NA,995.839603,1593.891012,NA,NA,0,NA,2.33092237278169,2.02856592321145,1,1,1,1,"continuous","continuous"
"1928","Ma","Kahe","03m",3,"PL","16",3,"S",NA,"S",2001,31.047399,25.083137,2002,32.337735,23.528953,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,3.4355150367548,3.4762348145905,1,1,1,1,"continuous","continuous"
"1929","Ma","Kahe","03m",3,"PL","17",3,"D",NA,"D",2001,1.076565,4.547836,2002,NA,NA,0,"dead",NA,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,0.0737754168633405,NA,0,0,0,NA,"continuous","dead"
"1930","Ma","Kahe","03m",3,"PL","18",3,"S",NA,"S",2001,4.43188,9.065123,2002,3.250633,6.947314,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.48882387326615,1.17884974660735,1,1,1,1,"continuous","continuous"
"1931","Ma","Kahe","03m",3,"PL","19",3,"D",NA,"D",2001,1.106317,5.187287,2002,NA,NA,0,"dead",NA,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,0.10103648047777,NA,0,0,0,NA,"continuous","dead"
"1932","Ma","Kahe","03m",3,"PL","20",3,"S",NA,"S",2001,7.382793,10.956262,2002,10.997056,14.940474,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.9991520223008,2.39762760061373,1,1,1,1,"continuous","continuous"
"1933","Ma","Kahe","03m",3,"PL","21",3,"D",NA,"D",2001,5.284757,13.09323,2002,NA,NA,0,"dead",NA,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.66482663907875,NA,0,0,0,NA,"continuous","dead"
"1934","Ma","Kahe","03m",3,"PL","22",3,"S",NA,"S",2001,5.481999,13.549619,2002,2.745958,6.927869,1,"growth",0,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,1.7014698154654,1.0101300122543,1,1,1,1,"continuous","continuous"
"1935","Ma","Kahe","03m",3,"PL","23",3,"D",NA,"D",2001,7.892977,12.651853,2002,NA,NA,0,"dead",NA,NA,NA,NA,995.839603,1593.891012,NA,NA,0,NA,2.06597337674761,NA,0,0,0,NA,"continuous","dead"
"1936","Ma","Kahe","03m",3,"PL","24",3,"R",NA,"R",2001,NA,NA,2002,3.475422,9.415423,NA,"recruit",NA,NA,NA,"sexual",995.839603,1593.891012,NA,NA,0,NA,NA,1.24571591049258,NA,NA,NA,NA,"seedbank","continuous"
"1937","Ma","Kahe","03m",3,"PM","1",3,"S",NA,"S",2001,146.800778,68.567371,2002,136.117767,66.689291,1,"growth",0,NA,NA,NA,146.800778,1593.891012,NA,NA,0,NA,4.98907641589389,4.91352044485518,1,1,1,1,"continuous","continuous"
"1938","Ma","Kahe","03m",4,"MP","1",3,"S",NA,"S",2001,4.504123,11.266709,2002,111.386285,56.131314,1,"growth",0,NA,NA,NA,4.504123,2053.058737,NA,NA,0,NA,1.50499319952312,4.71300420501267,1,1,1,1,"continuous","continuous"
"1939","Ma","Kahe","03m",4,"MP","2",3,"R",NA,"R",2001,NA,NA,2002,4.115334,9.851047,NA,"recruit",NA,NA,NA,"sexual",4.504123,2053.058737,NA,NA,0,NA,NA,1.41471999729937,NA,NA,NA,NA,"seedbank","continuous"
"1940","Ma","Kahe","03m",4,"MP","3",3,"R",NA,"R",2001,NA,NA,2002,11.934805,16.788736,NA,"recruit",NA,NA,NA,"sexual",4.504123,2053.058737,NA,NA,0,NA,NA,2.47945892115711,NA,NA,NA,NA,"seedbank","continuous"
"1941","Ma","Kahe","03m",4,"PC","1",3,"S",NA,"S",2001,6.154514,11.448226,2002,9.799268,17.110296,1,"growth",0,NA,NA,NA,7.60771,2053.058737,NA,NA,0,NA,1.81718579632393,2.28230768900925,1,1,1,1,"continuous","continuous"
"1942","Ma","Kahe","03m",4,"PC","2",3,"S",NA,"S",2001,1.453196,5.016979,2002,6.50969,12.915406,1,"growth",0,NA,NA,NA,7.60771,2053.058737,NA,NA,0,NA,0.373765268815016,1.87329183603904,1,1,1,1,"continuous","continuous"
"1943","Ma","Kahe","03m",4,"PL","01a",3,"I",NA,"I",2001,76.442359,76.954086,2002,9.393673,13.163869,NA,"fissSM",NA,2,25.048301,"clonal",2040.946904,2053.058737,NA,NA,0,2,4.33653697970175,2.2400363775461,NA,NA,NA,NA,"continuous","continuous"
"1944","Ma","Kahe","03m",4,"PL","01b",3,"I",NA,"I",2001,76.442359,76.954086,2002,15.654628,20.551386,NA,"fissSM",NA,2,25.048301,"clonal",2040.946904,2053.058737,NA,NA,0,2,4.33653697970175,2.7507665921198,NA,NA,NA,NA,"continuous","continuous"
"1946","Ma","Kahe","03m",4,"PL","2",3,"U",NA,"U",2001,2.752893,9.836774,2002,10.675443,18.597372,0,"fuseSM",0,NA,NA,NA,2040.946904,2053.058737,"1",76.442359,0,NA,1.01265235871426,2.36794605708268,0,NA,NA,NA,"continuous","dead"
"1947","Ma","Kahe","03m",4,"PL","3",3,"S",NA,"S",2001,70.853662,37.973149,2002,45.69892,32.118653,1,"growth",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,4.26061665146294,3.82207466523579,1,1,1,1,"continuous","continuous"
"1948","Ma","Kahe","03m",4,"PL","4",3,"S",NA,"S",2001,61.35915,49.144894,2002,51.866879,32.84972,1,"growth",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,4.1167443042903,3.94868041689814,1,1,1,1,"continuous","continuous"
"1949","Ma","Kahe","03m",4,"PL","5",3,"S",NA,"S",2001,140.266452,66.381199,2002,122.897568,61.983262,1,"growth",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,4.94354384233597,4.8113512279303,1,1,1,1,"continuous","continuous"
"1950","Ma","Kahe","03m",4,"PL","6",3,"U",NA,"U",2001,663.952522,186.560708,2002,1549.147109,360.155646,1,"fuseLG",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,6.49821064390792,7.3454598062109,1,1,1,1,"dead","continuous"
"1951","Ma","Kahe","03m",4,"PL","7",3,"S",NA,"S",2001,28.911539,30.89489,2002,22.244989,27.34956,1,"growth",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,3.36424078878639,3.10211676976474,1,1,1,1,"continuous","continuous"
"1952","Ma","Kahe","03m",4,"PL","8",3,"U",NA,"U",2001,2.30136,10.927223,2002,1549.147109,360.155646,0,"fuseSM",0,NA,NA,NA,2040.946904,2053.058737,"6",663.952522,0,NA,0.833500252531398,7.3454598062109,0,NA,NA,NA,"continuous","dead"
"1953","Ma","Kahe","03m",4,"PL","09a",3,"I",NA,"I",2001,91.797833,60.060681,2002,15.376762,19.268511,NA,"fissSM",NA,3,29.654383,"clonal",2040.946904,2053.058737,NA,NA,0,3,4.51958869168334,2.73285740875233,NA,NA,NA,NA,"continuous","continuous"
"1954","Ma","Kahe","03m",4,"PL","09b",3,"I",NA,"I",2001,91.797833,60.060681,2002,1.14956,4.181144,NA,"fissSM",NA,3,29.654383,"clonal",2040.946904,2053.058737,NA,NA,0,3,4.51958869168334,0.139379260466124,NA,NA,NA,NA,"continuous","continuous"
"1955","Ma","Kahe","03m",4,"PL","09c",3,"I",NA,"I",2001,91.797833,60.060681,2002,13.128061,18.674122,NA,"fissSM",NA,3,29.654383,"clonal",2040.946904,2053.058737,NA,NA,0,3,4.51958869168334,2.57475200033397,NA,NA,NA,NA,"continuous","continuous"
"1956","Ma","Kahe","03m",4,"PL","9",3,"I",NA,"I",2001,91.797833,60.060681,2002,65.43751,38.362521,1,"fissLG",1,3,29.654383,NA,2040.946904,2053.058737,NA,NA,0,NA,4.51958869168334,4.18109564144832,1,1,1,1,"continuous","continuous"
"1957","Ma","Kahe","03m",4,"PL","10",3,"U",NA,"U",2001,831.198894,196.764648,2002,1549.147109,360.155646,0,"fuseSM",0,NA,NA,NA,2040.946904,2053.058737,"6",663.952522,0,NA,6.72286910917778,7.3454598062109,0,NA,NA,NA,"continuous","dead"
"1958","Ma","Kahe","03m",4,"PL","11a",3,"I",NA,"I",2001,30.79722,23.535631,2002,2.889585,8.155012,NA,"fissSM",NA,1,2.889585,"clonal",2040.946904,2053.058737,NA,NA,0,1,3.42742442616561,1.06111289319716,NA,NA,NA,NA,"continuous","continuous"
"1959","Ma","Kahe","03m",4,"PL","11",3,"I",NA,"I",2001,30.79722,23.535631,2002,13.120218,23.104257,1,"fissLG",1,1,2.889585,NA,2040.946904,2053.058737,NA,NA,0,NA,3.42742442616561,2.57415439923156,1,1,1,1,"continuous","continuous"
"1960","Ma","Kahe","03m",4,"PL","12",3,"S",NA,"S",2001,40.31302,37.120782,2002,44.483255,28.614221,1,"growth",0,NA,NA,NA,2040.946904,2053.058737,NA,NA,0,NA,3.6966744936976,3.79511282622171,1,1,1,1,"continuous","continuous"
"1961","Ma","Kahe","03m",5,"MC","1",3,"R",NA,"R",2001,NA,NA,2002,6.830614,13.4901,NA,"recruit",NA,NA,NA,"sexual",0,1458.770584,NA,NA,0,NA,NA,1.92141456705314,NA,NA,NA,NA,"seedbank","continuous"
"1962","Ma","Kahe","03m",5,"MP","1",3,"S",NA,"S",2001,18.684415,25.50204,2002,29.649541,25.624697,1,"growth",0,NA,NA,NA,18.684415,1458.770584,NA,NA,0,NA,2.92768975391107,3.38944664471683,1,1,1,1,"continuous","continuous"
"1963","Ma","Kahe","03m",5,"PC","1",3,"S",NA,"S",2001,64.810717,69.057616,2002,4.308741,8.636851,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,4.17147097548597,1.46064575007391,1,1,1,1,"continuous","continuous"
"1964","Ma","Kahe","03m",5,"PC","02a",3,"I",NA,"I",2001,19.43552,25.697916,2002,4.79052,11.841187,NA,"fissSM",NA,2,7.098125,"clonal",516.099107,1458.770584,NA,NA,0,2,2.9671023197991,1.56663896502962,NA,NA,NA,NA,"continuous","continuous"
"1965","Ma","Kahe","03m",5,"PC","02b",3,"I",NA,"I",2001,19.43552,25.697916,2002,2.307605,6.619144,NA,"fissSM",NA,2,7.098125,"clonal",516.099107,1458.770584,NA,NA,0,2,2.9671023197991,0.836210190151587,NA,NA,NA,NA,"continuous","continuous"
"1966","Ma","Kahe","03m",5,"PC","2",3,"I",NA,"I",2001,19.43552,25.697916,2002,7.261748,11.742572,1,"fissLG",1,2,7.098125,NA,516.099107,1458.770584,NA,NA,0,NA,2.9671023197991,1.9826205712058,1,1,1,1,"continuous","continuous"
"1967","Ma","Kahe","03m",5,"PC","3",3,"S",NA,"S",2001,3.4553,9.78697,2002,4.439899,10.043007,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,1.23990928413024,1.49063162843765,1,1,1,1,"continuous","continuous"
"1968","Ma","Kahe","03m",5,"PC","4",3,"S",NA,"S",2001,3.891006,9.703496,2002,4.721695,10.021897,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,1.35866773602127,1.55216784530233,1,1,1,1,"continuous","continuous"
"1969","Ma","Kahe","03m",5,"PC","05a",3,"I",NA,"I",2001,20.213721,37.576425,2002,1.372616,4.65271,NA,"fissSM",NA,1,1.372616,"clonal",516.099107,1458.770584,NA,NA,0,1,3.00636163124199,0.316718408134352,NA,NA,NA,NA,"continuous","continuous"
"1970","Ma","Kahe","03m",5,"PC","5",3,"I",NA,"I",2001,20.213721,37.576425,2002,32.797338,58.400775,1,"fissLG",1,1,1.372616,NA,516.099107,1458.770584,NA,NA,0,NA,3.00636163124199,3.49034735355998,1,1,1,1,"continuous","continuous"
"1971","Ma","Kahe","03m",5,"PC","6",3,"S",NA,"S",2001,4.743992,11.225887,2002,3.012742,7.253927,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,1.55687897535336,1.10285062754054,1,1,1,1,"continuous","continuous"
"1972","Ma","Kahe","03m",5,"PC","7",3,"D",NA,"D",2001,8.085488,13.772281,2002,NA,NA,0,"dead",NA,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,2.09007084989649,NA,0,0,0,NA,"continuous","dead"
"1973","Ma","Kahe","03m",5,"PC","9",3,"D",NA,"D",2001,1.574828,5.119258,2002,NA,NA,0,"dead",NA,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,0.454146059964942,NA,0,0,0,NA,"continuous","dead"
"1974","Ma","Kahe","03m",5,"PC","10a",3,"I",NA,"I",2001,15.960711,25.1585,2002,11.845792,21.279885,NA,"fissSM",NA,2,16.23115,"clonal",516.099107,1458.770584,NA,NA,0,2,2.77013013990157,2.47197269903103,NA,NA,NA,NA,"continuous","continuous"
"1975","Ma","Kahe","03m",5,"PC","10b",3,"I",NA,"I",2001,15.960711,25.1585,2002,4.385358,12.34388,NA,"fissSM",NA,2,16.23115,"clonal",516.099107,1458.770584,NA,NA,0,2,2.77013013990157,1.47827126445285,NA,NA,NA,NA,"continuous","continuous"
"1977","Ma","Kahe","03m",5,"PC","11",3,"U",NA,"U",2001,1.618182,5.407968,2002,14.101453,20.360125,0,"fuseSM",0,NA,NA,NA,516.099107,1458.770584,"10",15.960711,0,NA,0.481303296859213,2.64627784172026,0,NA,NA,NA,"continuous","dead"
"1978","Ma","Kahe","03m",5,"PC","12",3,"S",NA,"S",2001,2.684686,6.519321,2002,5.287882,10.066238,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,0.987563775125836,1.66541778762567,1,1,1,1,"continuous","continuous"
"1979","Ma","Kahe","03m",5,"PC","13",3,"S",NA,"S",2001,5.821335,11.617924,2002,6.599464,10.247168,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,1.76152961688274,1.88698843361328,1,1,1,1,"continuous","continuous"
"1980","Ma","Kahe","03m",5,"PC","14",3,"D",NA,"D",2001,0.748937,3.54232,2002,NA,NA,0,"dead",NA,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,-0.289100411152076,NA,0,0,0,NA,"continuous","dead"
"1981","Ma","Kahe","03m",5,"PC","15",3,"S",NA,"S",2001,12.835984,21.70353,2002,3.66204,8.760197,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,2.5522524767526,1.29802036918556,1,1,1,1,"continuous","continuous"
"1982","Ma","Kahe","03m",5,"PC","16",3,"S",NA,"S",2001,9.453301,15.751183,2002,19.185456,31.458603,1,"growth",0,NA,NA,NA,516.099107,1458.770584,NA,NA,0,NA,2.24636399267967,2.95415249198564,1,1,1,1,"continuous","continuous"
"1983","Ma","Kahe","03m",5,"PC","17a",3,"I",NA,"I",2001,80.816949,105.656313,2002,7.455239,13.706006,NA,"fissSM",NA,1,7.455239,"clonal",516.099107,1458.770584,NA,NA,0,1,4.39218670838096,2.00891700672361,NA,NA,NA,NA,"continuous","continuous"
"1985","Ma","Kahe","03m",5,"PC","18",3,"U",NA,"U",2001,0.728344,3.356086,2002,70.674783,60.815993,0,"fuseSM",0,NA,NA,NA,516.099107,1458.770584,"17",80.816949,0,NA,-0.316981814918873,4.2580888331823,0,NA,NA,NA,"continuous","dead"
