Site	treat	PLOT	PLANT	size.06	size.07	fruit.06	fruit.07	esc.06	esc.07	ramet.06	ramet.07	stage.06	stage.07	cl.rep.06.07	ori.07	fam.count06	fam.count07
6	H	7	1	61	52	1	0	2	NA	1	1	AR1	AR1	0	NA	3	2
6	H	7	3	55	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	3	NA
6	H	7	5	27	41	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	2
6	H	7	6	21	37	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	2
6	H	7	7	12	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	H	7	11	40	46	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	7	23	62	63	0	1	NA	1	1	1	AR2	AR2	0	NA	14	5
6	H	7	25	36	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	14	NA
6	H	7	28	45	56	0	0	NA	NA	1	1	AR2	AR2	0	NA	12	6
6	H	7	39	25	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	12	NA
6	H	7	44	63	NA	1	NA	6	NA	1	NA	AR1	dead	0	NA	2	NA
6	H	7	46	51	55	1	0	2	NA	1	1	AR1	AR2	1	NA	3	5
6	H	7	46.1	NA	62	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
6	H	7	48	25	50	0	0	NA	NA	1	1	AR1	AR2	0	NA	3	5
6	H	8	53	50	82	1	0	4	NA	1	1	AR2	AR2	0	NA	17	19
6	H	8	56	42	53	0	0	NA	NA	1	1	AR2	AR2	0	NA	17	19
6	H	8	59	13	20	0	0	NA	NA	1	1	SR	AR2	0	NA	17	19
6	H	8	59.1	13	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	17	NA
6	H	8	61	17	19	0	NA	NA	NA	1	1	SR	SR	0	NA	17	19
6	H	8	63	39	55	0	0	NA	NA	1	1	AR2	AR2	0	NA	17	19
6	H	8	65	37	59	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	H	8	65.1	NA	62	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	8	66	22	42	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	8	69	20	30	0	0	NA	NA	1	1	AR2	AR2	0	NA	9	11
6	H	8	70	23	33	0	0	NA	NA	1	1	AR2	AR2	1	NA	9	11
6	H	8	70.1	NA	28	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	11
6	H	8	71	39	49	0	0	NA	NA	1	1	AR2	AR2	0	NA	9	11
6	H	8	77	30	47	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	8	78	49	57	1	0	5	NA	0	1	A	AR1	1	NA	0	2
6	H	8	78.1	NA	61	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	8	79	38	75	1	0	1	NA	0	0	A	A	0	NA	0	0
6	H	8	81	27	40	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	8	85	28	30	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
6	H	8	85.1	NA	30	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	8	87	10	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	8	101	18	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	6	NA
6	H	8	104	27	52	0	0	NA	NA	1	1	AR2	AR1	0	NA	6	4
6	H	9	114	47	39	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	H	9	114.1	NA	54	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	9	118	50	61	1	0	4	NA	1	1	AR1	AR1	0	NA	3	3
6	H	9	122	52	42	1	0	2	NA	1	1	AR1	AR2	1	NA	4	5
6	H	9	122.1	NA	35	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
6	H	9	123	39	54	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	5
6	H	9	124	28	36	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	9	127	46	72	1	0	2	NA	0	0	A	A	0	NA	0	0
6	H	9	131	58	66	1	0	3	NA	1	1	AR2	AR2	0	NA	10	12
6	H	9	136	55	59	1	0	4	NA	1	1	AR2	AR2	1	NA	10	12
6	H	9	136.1	NA	60	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	12
6	H	9	138	6	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	9	141	13	18	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	9	141.1	14	19	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	9	143	54	55	1	0	4	NA	1	1	AR1	AR1	0	NA	2	2
6	H	9	147	39	64	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	9	150	10	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	9	151	9	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	9	152	54	NA	1	0	8	NA	0	0	A	A	0	NA	0	0
6	H	9	261	NA	47	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	9	262	NA	20	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	H	10	153	44	61	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	155	40	69	1	0	1	NA	0	1	A	AR1	1	NA	0	2
6	H	10	155.1	NA	58	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	10	156	38	58	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	10	157	37	42	1	0	3	NA	1	1	AR1	AR1	0	NA	2	3
6	H	10	160	35	67	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	161	39	41	1	0	1	NA	0	0	A	A	0	NA	0	0
6	H	10	162	32	44	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	10	164	37	42	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	165	37	46	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	168	69	98	1	0	2	NA	1	1	AR2	AR2	0	NA	12	14
6	H	10	170	51	49	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	177	58	76	1	0	2	NA	1	1	AR2	AR2	0	NA	12	14
6	H	10	178	62	77	1	0	2	NA	1	1	AR2	AR2	1	NA	12	14
6	H	10	178.1	NA	73	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	14
6	H	10	179	35	51	1	0	2	NA	0	0	A	A	0	NA	0	0
6	H	10	183	44	51	1	0	4	NA	1	1	AR1	AR2	0	NA	4	5
6	H	10	184	45	49	1	0	6	NA	1	1	AR1	AR1	1	NA	2	3
6	H	10	184.1	NA	54	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
6	H	10	186	32	64	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	10	188	40	49	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	H	10	188.1	NA	49	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	10	189	13	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	10	190	25	58	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	10	191	38	62	1	0	2	NA	0	0	A	A	0	NA	0	0
6	H	10	193	28	44	0	1	NA	1	1	1	AR1	AR1	0	NA	2	2
6	H	10	194	18	30	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	H	10	195	42	44	0	0	NA	NA	1	1	AR1	AR1	1	NA	2	4
6	H	10	195.1	NA	36	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	H	10	198	39	78	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	199	39	51	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	H	10	201	53	57	0	0	NA	NA	1	1	AR2	AR2	0	NA	12	14
6	H	10	260	NA	11	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	UH	11	2	24	64	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	11	3	60	70	1	0	1	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	11	8	38	NA	1	0	1	NA	1	NA	AR2	dead	0	NA	6	NA
6	UH	11	9	36	41	1	0	1	NA	1	1	AR2	AR1	0	NA	6	4
6	UH	11	12	58	47	1	0	1	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	11	14	27	36	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	11	16	39	48	1	0	2	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	11	17	16	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	11	18	44	55	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	11	19	34	49	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	11	20	38	52	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	11	22	27	48	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	11	29	24	31	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	11	32	25	30	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	11	34	37	47	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	11	35	38	44	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	11	36	55	79	1	1	3	1	1	1	AR1	AR1	0	NA	4	4
6	UH	11	40	59	71	1	0	5	NA	0	0	A	A	0	NA	0	0
6	UH	11	41	19	31	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	11	42	25	36	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	11	43	19	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	11	44	58	38	1	0	2	NA	1	1	AR1	AR1	1	NA	2	4
6	UH	11	44.1	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	UH	11	44.2	NA	58	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	UH	11	45	45	74	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	4
6	UH	11	46	52	60	1	0	5	NA	0	1	A	AR1	1	NA	0	2
6	UH	11	46.1	NA	70	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	11	48	56	64	1	1	4	2	0	0	A	A	0	NA	0	0
6	UH	11	49	13	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	11	51	48	62	1	0	2	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	11	53	37	51	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	11	88	25	NA	0	0	NA	NA	1	NA	AR2	dead	0	NA	6	NA
6	UH	12	54	19	27	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	UH	12	55	22	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	12	57	28	47	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	12	58	5	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	12	59	18	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	60	13	24	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	62	25	44	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	12	64	21	26	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
6	UH	12	65	17	21	0	0	NA	NA	1	1	SR	AR1	1	NA	2	3
6	UH	12	65.1	NA	11	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	3
6	UH	12	66	15	21	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	67	19	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	69	25	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	12	70	31	41	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	12	72	17	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	73	50	60	0	1	NA	1	0	0	A	A	0	NA	0	0
6	UH	12	75	30	NA	0	0	NA	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	12	76	24	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	UH	12	77	18	35	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	12	80	40	50	1	0	2	NA	1	1	AR1	AR1	0	NA	2	3
6	UH	12	81	13	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	12	82	18	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	83	22	47	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	12	84	47	44	1	0	1	NA	0	1	A	AR1	1	NA	0	2
6	UH	12	84.1	NA	24	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	12	86	17	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	12	88	16	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	12	91	42	49	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	12	97	49	47	0	0	NA	NA	1	1	AR1	AR1	1	NA	2	3
6	UH	12	97.1	NA	53	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
6	UH	12	99	12	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	12	100	44	51	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	12	101	44	49	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	12	102	53	46	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	12	104	59	61	1	0	1	NA	1	1	AR1	AR1	1	NA	3	4
6	UH	12	104.1	NA	48	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	UH	12	105	17	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	12	106	37	41	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	12	107	39	44	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	12	108	11	16	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	12	109	40	46	1	0	2	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	12	111	22	30	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	12	263	NA	9	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	UH	13	14	19	43	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	13	115	48	54	1	1	2	1	0	1	A	AR1	1	NA	0	2
6	UH	13	115.1	NA	55	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	13	116	28	37	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	13	117	12	19	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	13	120	32	44	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	13	121	41	42	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	13	122	48	53	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	13	123	51	62	1	0	3	NA	0	0	A	A	0	NA	0	0
6	UH	13	124	31	42	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	13	129	14	20	0	0	NA	NA	1	1	SR	AR1	0	NA	3	2
6	UH	13	130	22	29	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	2
6	UH	13	131	11	NA	0	0	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	UH	13	133	24	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	13	136	57	68	1	1	1	1	0	0	A	A	0	NA	0	0
6	UH	13	139	10	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	13	141	19	27	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	13	145	41	58	1	0	1	NA	0	1	A	AR1	1	NA	0	2
6	UH	13	145.1	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	13	149	19	44	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	13	153	30	45	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	13	156	38	40	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
6	UH	13	159	17	30	0	0	NA	NA	1	1	SR	AR2	0	NA	6	6
6	UH	13	160	23	28	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	13	163	43	54	1	0	1	NA	1	1	AR2	AR2	0	NA	6	6
6	UH	13	165	16	23	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	13	166	31	36	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	13	169	18	26	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	13	170	14	17	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	13	173	19	NA	0	0	NA	NA	1	NA	SR	dead	0	NA	4	NA
6	UH	13	174	22	NA	0	0	NA	NA	1	NA	AR1	dead	0	NA	4	NA
6	UH	13	177	47	47	1	0	5	NA	0	1	A	AR1	1	NA	0	2
6	UH	13	177.1	NA	42	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	13	179	34	53	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	13	180	39	46	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	13	182	29	42	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	13	183	22	46	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	13	184	36	51	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	13	185	22	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	13	264	NA	14	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	UH	14	186	24	47	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	14	196	13	17	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	197	16	22	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	UH	14	199	13	14	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	200	10	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	202	23	26	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	14	208	8	13	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	210	12	11	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	221	11	12	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	224	14	27	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	14	232	14	17	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	14	235	NA	54	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	14	237	8	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	1	10	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
6	H	15	2	36	57	1	0	3	NA	1	1	AR1	AR2	0	NA	4	6
6	H	15	4	38	53	1	0	2	NA	1	1	AR2	AR2	0	NA	7	8
6	H	15	6	35	54	1	0	5	NA	1	1	AR2	AR2	0	NA	7	8
6	H	15	10	9	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	11	11	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	12	42	59	1	0	1	NA	0	1	A	AR1	1	NA	0	2
6	H	15	12.1	NA	46	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	15	14	36	58	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
6	H	15	15	27	51	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	H	15	16	26	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	15	17	18	19	0	NA	NA	NA	1	1	SR	SR	0	NA	5	4
6	H	15	18	24	20	0	0	NA	NA	1	1	AR2	AR1	0	NA	5	4
6	H	15	20	29	25	0	0	NA	NA	1	1	AR2	AR1	0	NA	5	4
6	H	15	25	32	26	0	0	NA	NA	1	1	AR1	AR1	1	NA	3	4
6	H	15	25.1	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	H	15	27	42	45	1	0	1	NA	1	1	AR2	AR2	0	NA	6	8
6	H	15	31	41	42	1	0	2	NA	1	1	AR2	AR2	1	NA	6	8
6	H	15	31.1	NA	37	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
6	H	15	32	18	29	0	0	NA	NA	1	1	SR	AR2	0	NA	4	5
6	H	15	34	17	29	0	0	NA	NA	1	1	SR	AR2	0	NA	4	5
6	H	15	35	16	26	0	0	NA	NA	1	1	SR	AR2	1	NA	4	5
6	H	15	35.1	NA	18	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	5
6	H	15	36	33	40	1	0	3	NA	0	1	A	AR1	1	NA	0	2
6	H	15	36.1	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	15	39	23	50	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
6	H	15	40	48	50	1	0	2	NA	1	1	AR1	AR1	1	NA	2	3
6	H	15	40.1	NA	62	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
6	H	15	41	32	31	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	15	44	45	41	1	0	4	NA	1	1	AR2	AR2	0	NA	6	6
6	H	15	47	36	47	1	0	3	NA	1	1	AR2	AR2	0	NA	6	6
6	H	15	49	21	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	15	52	19	NA	0	0	NA	NA	1	1	SR	AR2	0	NA	4	6
6	H	15	53	20	37	0	0	NA	NA	1	1	AR2	AR2	1	NA	4	6
6	H	15	53.1	NA	11	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	6
6	H	15	53.2	NA	37	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
6	H	15	55	13	24	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	15	56	31	41	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	15	57	38	39	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	H	15	57.1	NA	48	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	15	58	19	18	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	59	19	18	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	60	19	18	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	15	61	44	49	1	0	4	NA	0	1	A	AR1	1	NA	0	2
6	H	15	62	11	11	0	NA	NA	NA	1	1	SR	SR	0	NA	7	8
6	H	16	63	30	28	1	0	1	NA	1	1	AR1	AR1	0	NA	2	3
6	H	16	65	21	13	0	0	NA	NA	1	1	AR1	SR	0	NA	2	2
6	H	16	66	21	13	0	0	NA	NA	1	1	AR1	SR	0	NA	2	2
6	H	16	67	26	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	16	68	37	38	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
6	H	16	68.1	NA	43	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	16	69	31	32	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	16	71	47	39	1	0	3	NA	1	1	AR1	AR1	1	NA	2	4
6	H	16	71.1	NA	39	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	H	16	75	12	20	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	H	16	76	10	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
6	H	16	77	22	38	1	0	1	NA	0	0	A	A	0	NA	0	0
6	H	16	80	13	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	16	83	27	40	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
6	H	16	83.1	NA	11	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	2
6	H	16	85	25	20	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	4
6	H	16	87	53	63	1	0	3	NA	1	1	AR1	AR1	0	NA	3	3
6	H	16	91	14	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	16	94	10	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	H	16	243	NA	47	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	H	16	243.1	NA	55	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	H	16	244	NA	7	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	16	245	NA	15	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	17	96	28	43	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	97	35	44	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	H	17	98	20	31	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	17	101	28	36	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	102	15	22	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	17	103	16	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	17	104	20	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	108	53	53	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
6	H	17	108.1	NA	46	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	17	109	27	42	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	H	17	119	NA	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	120	73	40	1	0	1	NA	0	1	A	AR1	1	NA	0	2
6	H	17	120.1	NA	46	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	17	126	19	30	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	H	17	127	22	27	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	17	129	41	38	1	0	2	NA	0	0	A	A	0	NA	0	0
6	H	17	131	8	9	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	17	132	13	7	0	NA	NA	NA	1	1	SR	SR	0	NA	6	6
6	H	17	133	21	13	0	0	NA	NA	1	1	AR2	SR	0	NA	6	6
6	H	17	135	19	16	0	0	NA	NA	1	1	SR	SR	0	NA	6	6
6	H	17	136	19	25	0	0	NA	NA	1	1	SR	AR2	0	NA	6	6
6	H	17	137	29	21	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
6	H	17	138	26	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	141	21	30	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	5
6	H	17	149	14	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	17	150	31	37	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	17	152	17	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	17	153	34	55	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	H	17	155	31	33	1	0	1	NA	1	1	AR1	AR1	1	NA	3	4
6	H	17	155.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	H	17	159	45	56	1	0	3	NA	1	1	AR2	AR2	0	NA	6	6
6	H	17	162	19	36	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	H	17	163	16	33	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	H	17	164	40	51	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	H	17	165	21	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	17	166	13	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	17	167	19	31	0	0	NA	NA	1	1	SR	AR1	0	NA	4	4
6	H	17	168	14	14	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
6	H	17	170	24	52	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	H	17	171	31	47	1	0	4	NA	0	0	A	A	0	NA	0	0
6	H	17	174	17	27	0	0	NA	NA	0	0	S	A	0	NA	0	0
