Site	treat	PLOT	PLANT	size.06	size.07	fruit.06	fruit.07	esc.06	esc.07	ramet.06	ramet.07	stage.06	stage.07	cl.rep.06.07	ori.07	fam.count06	fam.count07
5	H	2	34	58	44	1	0	3	NA	1	1	AR1	AR2	1	NA	4	6
5	H	2	36	45	42	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	6
5	H	2	38	26	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	2	39	20	36	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	2	40	17	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	2	41	15	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
5	H	2	42	10	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	2	48	37	27	1	0	3	NA	1	1	AR2	AR2	0	NA	6	6
5	H	2	50	31	33	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	2	51	15	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
5	H	2	52	26	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	2	54	53	40	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	2	55	50	46	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	2	56	54	44	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	H	2	57	11	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	2	58	16	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	2	59	9	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	2	60	8	7	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	2	61	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	3	64	31	29	1	0	1	NA	1	1	AR1	AR2	1	NA	3	6
5	H	3	65	22	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	3	66	31	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	3	67	24	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	3	68	6	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	3	69	33	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	3	70	23	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
5	H	3	71	8	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	3	72	18	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	3	73	52	NA	1	0	5	NA	0	1	A	AR1	1	NA	0	2
5	H	3	75	10	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	3	76	43	NA	0	0	NA	NA	0	1	A	AR1	0	NA	0	2
5	H	3	77	13	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	3	80	32	NA	1	0	2	NA	0	0	A	A	0	NA	0	0
5	H	3	84	37	NA	0	0	NA	NA	1	1	AR1	AR1	1	NA	2	3
5	H	3	85	13	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
5	H	3	86	9	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
5	H	3	87	14	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
5	H	3	88	40	31	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	3	94	17	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	3	96	34	38	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	H	3	98	12	12	0	NA	NA	NA	1	1	SR	SR	0	NA	4	6
5	H	3	99	10	8	0	NA	NA	NA	1	1	SR	SR	0	NA	4	6
5	H	4	104	54	39	1	0	3	NA	1	1	AR2	AR2	1	NA	5	6
5	H	4	105	38	41	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	4	106	43	37	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	H	4	114	32	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	4	4
5	H	4	116	24	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
5	H	4	119	12	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	4	124	25	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
5	H	4	129	60	38	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	H	4	130	18	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	4	132	10	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	4	133	27	32	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	4	136	16	NA	0	0	NA	NA	1	1	SR	AR1	0	NA	3	4
5	H	4	140	21	37	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	4	142	33	NA	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
5	H	4	143	10	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	4	232	NA	46	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	4	233	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	4	235	NA	52	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	4	249	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	5	150	12	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
5	H	5	151	11	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	5	152	10	7	0	NA	NA	NA	1	1	SR	SR	0	NA	2	3
5	H	5	153	5	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	5	154	9	5	0	NA	NA	NA	1	1	SR	SR	1	NA	2	3
5	H	5	157	28	31	1	0	1	NA	1	1	AR1	AR1	0	NA	2	4
5	H	5	159	31	32	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	5	161	13	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	5	162	25	32	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	5	170	34	24	1	0	8	NA	1	1	AR2	AR2	1	NA	5	7
5	H	5	171	16	20	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	7
5	H	5	173	23	20	1	0	2	NA	1	1	AR2	AR2	0	NA	5	7
5	H	5	175	7	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	5	176	18	13	0	NA	NA	NA	0	0	A	S	0	NA	0	0
5	H	5	177	18	16	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
5	H	5	189	22	27	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
5	H	5	191	68	59	1	0	6	NA	0	1	A	AR1	1	NA	0	4
5	H	5	193	38	34	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	H	5	193.1	NA	30	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	5	194	49	38	1	0	4	NA	0	1	A	AR1	1	NA	0	3
5	H	5	194.1	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	5	194.2	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	5	196	13	11	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
5	H	6	202	25	NA	1	NA	1	NA	1	NA	AR1	dead	0	NA	2	NA
5	H	6	208	49	52	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	H	6	210	9	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	6	213	34	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	6	215	50	37	1	0	3	NA	1	1	AR1	AR1	1	NA	3	4
5	H	6	215.1	NA	35	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	UH	7	1	15	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	7	2	13	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	7	3	22	23	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	7	4	25	30	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	7	5	16	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	7	6	39	24	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	7	7	38	36	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	7	8	26	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	7	9	8	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	7	10	49	33	1	0	6	NA	1	1	AR1	AR2	1	NA	2	5
5	UH	7	13	44	36	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	UH	7	14	40	43	1	0	2	NA	0	0	A	A	0	NA	0	0
5	UH	7	15	13	12	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	7	16	13	14	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	7	17	17	18	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	7	18	16	18	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	7	223	NA	10	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
5	UH	7	224	NA	27	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	8	22	36	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	8	23	24	15	0	NA	NA	NA	0	0	A	S	0	NA	0	0
5	UH	8	27	27	28	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	8	29	36	14	0	0	NA	NA	0	0	A	S	0	NA	0	0
5	UH	8	39	41	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	8	43	34	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	8	45	7	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	8	46	16	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	8	48	45	34	1	0	5	NA	1	1	AR1	AR1	1	NA	2	4
5	UH	8	49	8	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
5	UH	8	52	34	40	1	0	2	NA	1	1	AR1	AR1	1	NA	3	4
5	UH	8	55	32	44	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	8	56	20	18	0	0	NA	NA	1	1	AR1	SR	0	NA	2	2
5	UH	8	58	47	38	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	UH	8	59	40	30	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
5	UH	8	213	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	9	68	56	40	1	0	2	NA	1	1	AR1	AR1	0	NA	2	4
5	UH	9	73	45	46	1	0	6	NA	1	1	AR1	AR2	1	NA	2	5
5	UH	9	75	30	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	9	76	31	31	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	9	79	40	31	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	9	80	49	46	1	1	3	1	0	0	A	A	0	NA	0	0
5	UH	9	222	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	UH	10	81	61	44	1	0	10	NA	0	1	A	AR1	1	NA	0	3
5	UH	10	81.1	NA	41	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	10	83	11	16	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	10	84	11	11	0	NA	NA	NA	1	1	SR	SR	0	NA	4	4
5	UH	10	87	8	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	10	92	59	53	1	0	5	NA	0	1	A	AR1	1	NA	0	2
5	UH	10	93	22	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	10	95	55	43	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
5	UH	10	95.1	NA	54	0	1	NA	3	NA	1	NA	AR1	NA	1	NA	2
5	UH	10	97	38	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	10	100	24	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	5	NA
5	UH	10	106	8	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	10	107	56	49	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	UH	10	108	46	38	1	0	7	NA	0	1	A	AR1	1	NA	0	2
5	UH	10	110	10	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	10	111	27	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	10	112	NA	47	1	0	2	NA	0	0	A	A	0	NA	0	0
5	UH	10	115	10	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	10	116	23	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	10	117	22	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	10	118	15	19	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	120	6	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	121	7	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	122	11	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	129	11	15	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	11	130	12	10	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	11	131	14	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	11	132	12	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	134	46	39	1	0	2	NA	0	0	A	A	0	NA	0	0
5	UH	11	135	35	28	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	11	137	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	141	30	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	11	142	9	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	144	33	40	0	0	NA	NA	1	1	AR2	AR2	0	NA	7	9
5	UH	11	145	55	47	1	0	1	NA	1	1	AR2	AR2	1	NA	7	9
5	UH	11	145.1	NA	37	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
5	UH	11	145.2	NA	40	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
5	UH	11	148	27	29	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
5	UH	11	153	44	42	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	11	154	25	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	3	NA
5	UH	11	157	9	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	11	158	54	49	1	0	4	NA	1	1	AR1	AR2	1	NA	3	7
5	UH	11	158.1	NA	37	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
5	UH	11	158.2	NA	39	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
5	UH	11	162	28	27	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	11	168	25	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	11	169	24	25	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	11	170	35	29	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	UH	11	170.1	NA	42	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	11	171	24	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	11	172	49	31	1	0	4	NA	1	1	AR1	AR1	1	NA	2	3
5	UH	11	172.1	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	11	174	33	36	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	11	174.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	11	178	36	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	12	182	23	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	12	183	31	36	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
5	UH	12	185	50	55	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	12	187	30	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	2	NA
5	UH	12	189	6	8	0	NA	NA	NA	0	0	S	S	0	NA	0	NA
5	UH	12	191	42	45	0	0	NA	NA	1	1	AR2	AR1	0	NA	5	4
5	UH	12	195	29	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	5	NA
5	UH	12	200	43	43	1	0	3	NA	1	1	AR1	AR1	0	NA	3	2
5	UH	12	205	47	50	1	0	3	NA	1	1	AR1	AR1	0	NA	4	4
5	UH	13	1	58	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	2	3
5	UH	13	6	41	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	13	9	39	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
5	UH	13	11	26	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	13	15	44	NA	1	0	2	NA	0	0	A	A	0	NA	0	0
5	UH	13	20	41	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	13	21	61	NA	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	UH	13	23	52	NA	1	0	3	NA	1	1	AR1	AR2	1	NA	3	6
5	UH	13	26	12	15	0	NA	NA	NA	1	0	SR	S	0	NA	2	1
5	UH	14	28	28	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
5	UH	14	37	43	NA	1	0	7	NA	1	1	AR1	AR2	1	NA	2	5
5	UH	14	38	23	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	14	43	42	NA	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	UH	14	44	52	NA	1	0	11	NA	0	1	A	AR1	1	NA	0	2
5	UH	14	46	40	NA	1	0	2	NA	1	1	AR1	AR1	0	NA	2	4
5	UH	14	48	15	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
5	UH	14	50	25	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	14	51	33	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	14	56	9	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	14	57	9	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	14	58	13	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	14	59	36	NA	0	NA	NA	NA	0	NA	A	dead	1	NA	0	NA
5	UH	15	62	76	NA	1	0	8	NA	0	1	A	AR1	1	NA	0	3
5	UH	15	63	40	NA	1	0	5	NA	0	0	A	A	0	NA	0	0
5	UH	15	65	34	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	15	66	44	NA	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
5	UH	15	67	45	NA	1	0	5	NA	0	1	A	AR1	1	NA	0	2
5	UH	15	71	41	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	15	72	43	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	15	74	6	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	15	75	6	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	15	76	52	NA	1	0	3	NA	1	1	AR1	AR1	1	NA	2	3
5	UH	15	79	29	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	15	81	42	NA	1	0	2	NA	1	1	AR1	AR1	1	NA	2	4
5	UH	15	84	44	NA	0	0	NA	NA	1	1	AR1	AR2	0	NA	3	5
5	UH	16	85	13	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	86	13	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	16	87	13	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	88	12	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	89	17	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
5	UH	16	91	44	NA	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	16	93	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	94	49	NA	1	0	3	NA	1	1	AR1	AR2	1	NA	3	9
5	UH	16	97	41	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	16	99	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	101	42	NA	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	UH	16	104	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	113	22	17	1	NA	1	NA	0	0	A	S	0	NA	0	0
5	UH	16	115	25	19	1	NA	3	NA	0	0	A	S	0	NA	0	0
5	UH	16	116	16	NA	1	NA	1	NA	0	NA	A	dead	0	NA	0	NA
5	UH	16	119	15	NA	0	NA	NA	NA	0	NA	S	dead	1	NA	0	NA
5	UH	16	121	7	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	122	8	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	16	124	16	19	0	NA	NA	NA	1	0	SR	S	0	NA	3	1
5	UH	16	126	48	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	16	130	12	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	16	131	40	NA	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	16	132	12	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	17	133	33	NA	1	0	1	NA	1	0	AR1	A	0	NA	4	1
5	UH	17	136	20	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	4	NA
5	UH	17	138	37	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	2	3
5	UH	17	139	13	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	17	140	10	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	17	141	17	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	17	142	6	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	17	149	21	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	2	NA
5	UH	17	150	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	17	151	66	NA	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	UH	17	154	53	NA	1	NA	4	NA	1	NA	AR1	dead	1	NA	4	NA
5	UH	18	156	55	NA	1	0	7	NA	0	1	A	AR1	1	NA	0	2
5	UH	18	160	41	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	162	38	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	166	25	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	18	167	8	9	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	18	168	12	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	UH	18	169	12	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	18	174	37	NA	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	18	177	40	NA	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	18	178	28	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	181	36	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	183	29	NA	1	0	1	NA	1	0	AR1	A	0	NA	2	1
5	UH	18	184	56	NA	1	0	3	NA	0	0	A	A	0	NA	0	0
5	UH	18	186	16	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
5	UH	18	188	31	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	189	28	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	18	190	21	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	19	191	46	NA	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	UH	19	192	31	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	19	194	56	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	19	197	23	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	19	199	23	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	19	209	44	NA	1	0	3	NA	1	1	AR1	AR1	1	NA	2	3
5	UH	19	213	21	NA	0	0	NA	NA	1	1	AR2	AR1	0	NA	5	2
5	UH	19	216	40	NA	1	0	6	NA	1	1	AR1	AR2	1	NA	3	5
5	UH	19	220	36	NA	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	UH	19	223	29	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	19	243	40	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	20	1	40	35	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	H	20	1.1	NA	29	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	20	2	30	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	20	3	NA	39	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	H	20	3.1	NA	35	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	20	4.1	NA	24	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	20	6	53	33	1	0	10	NA	1	1	AR1	AR1	1	NA	2	4
5	H	20	6.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	20	9	27	24	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	H	20	9.1	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	20	13	29	33	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	20	16	16	17	0	NA	NA	NA	1	1	SR	SR	0	NA	6	5
5	H	20	17	18	20	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	5
5	H	20	21	21	20	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	5
5	H	20	22	18	22	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
5	H	20	24	26	36	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	20	27	45	21	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	H	21	27.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	21	28	10	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	29	29	28	1	0	1	NA	1	1	AR1	AR1	1	NA	2	4
5	H	21	29.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	21	33	40	49	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	21	34	56	29	1	0	4	NA	0	1	A	AR1	1	NA	0	3
5	H	21	34.1	NA	49	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	21	34.2	NA	31	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	21	35	13	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	37	15	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	39	30	27	1	0	3	NA	1	1	AR1	AR1	0	NA	3	3
5	H	21	46	31	36	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
5	H	21	50	20	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	21	54	10	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	57	10	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	58	5	7	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	59	19	20	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	21	61	17	15	0	NA	NA	NA	1	1	SR	SR	0	NA	6	9
