Label,Site,Transect,Species,Area,Perim.,Major,Minor,Angle
HonoluaN_Transect2_15.tif:mc-11,HonoluaN,2,M. capitata,3.8,9.1,3,1.6,162.4
HonoluaN_Transect2_15.tif:mc-12,HonoluaN,2,M. capitata,85.2,78.4,12.9,8.4,6.3
HonoluaN_Transect2_15.tif:mc-13,HonoluaN,2,M. capitata,12.3,14.3,4.7,3.4,65.3
HonoluaN_Transect2_15.tif:mc-14,HonoluaN,2,M. capitata,2.3,6.4,2.2,1.3,60.7
HonoluaN_Transect2_15.tif:mc-15,HonoluaN,2,M. capitata,9.7,12.2,4,3.1,161.8
HonoluaN_Transect2_15.tif:mc-16,HonoluaN,2,M. capitata,9.7,15.1,5.1,2.4,41.9
HonoluaN_Transect2_15.tif:mc-17,HonoluaN,2,M. capitata,13,20.3,7.4,2.2,138.1
HonoluaN_Transect2_15.tif:mc-18,HonoluaN,2,M. capitata,13.8,20,5.2,3.4,165.1
HonoluaN_Transect2_15.tif:mc-19,HonoluaN,2,M. capitata,18.5,20.3,7.9,3,4.5
HonoluaN_Transect2_15.tif:mc-2,HonoluaN,2,M. capitata,10.1,12.2,3.8,3.4,92.7
HonoluaN_Transect2_15.tif:mc-20,HonoluaN,2,M. capitata,74.1,35.2,11.2,8.4,1.2
